Day,Word,Meaning (KR),Synonyms
18,compatible,"일치하는, 양립할 수 있는","consistent, congruous, consonant"
18,buildup,축적,accumulation
18,stress,"강조하다; 중점, 강조","emphasize, highlight, underline; emphasis, accent"
18,respective,"각각의, 개별적인","particular, individual"
18,peculiarity,"(기이한) 특징, 특성","feature, characteristic, quality"
18,rely upon,~에 의존하다,"depend upon, resort to"
18,rapid,빠른,"fast, quick, speedy, swift"
18,saturate,흠뻑 적시다,"soak, drench, wet thoroughly"
18,constitution,"구성, 구조","form, structure"
18,efface,"지우다, 없애다","wipe out, erase, expunge"
18,manageable,관리하기 쉬운,"controllable, affordable, easy to handle"
18,approach,접근하다; 접근법,"come close, move toward, come toward, near, reach; method, way"
18,routinely,일상적으로,"commonly, regularly, habitually"
18,adapt,적용하다,"adjust, acclimate, conform"
18,implication,"결과, 영향","consequence, result"
18,unambiguous,분명한,"clear, distinct, definite"
18,rigor,"엄격함; 고초, 어려움","harshness, strictness, rigidness; hardship, adversity"
18,contentious,논쟁을 불러일으키는,"disputed, controversial, argumentative"
18,competent,유능한,"adept, skilled, capable"
18,incredible,믿기 힘든,"unbelievable, inconceivable, unimaginable"
18,string,일련,"series, chain"
18,decompose,"부패하다, 부식하다","decay, rot"
18,lateral,측면의,side
19,forage,"(식량 등을) 찾아다니다; 사료, 먹이","seek for food, search, hunt, rummage; feed, fodder, food"
19,erect,"세우다, 건설하다","build, construct, raise, set up"
19,integral,"필수적인; 완전한, 빠진 것이 없는","essential, crucial, indispensable; complete"
19,precisely,정확하게,"exactly, accurately, correctly, with precision"
19,handle,처리하다,"process, manage, deal with"
19,objective,"목적, 목표; 편견 없는","purpose, aim, goal; unbiased, impartial"
19,deviate,벗어나다,"depart, turn aside, diverge, stray"
19,vigor,"활력, 힘","energy, strength, vitality"
19,decisive,"결정적인, 명확한","significant, definitive, definite"
19,primordial,최초의,"beginning, original, earliest"
19,cluster,"(떼를 지어) 모이다, 모으다","gather, group, assemble"
19,revise,"수정하다, 변경하다","change, modify, alter, edit, correct"
19,obscure,"흐릿한, 불분명한","unclear, uncertain, hidden, dim, faint"
19,rebound,"다시 일어서다, 회복하다; 회복","recover, rally, bounce back; recovery, return"
19,thus,따라서,"consequently, therefore, accordingly"
19,minutely,자세하게,"in detail, meticulously"
19,tend,돌보다,"take care of, look after, care for, foster"
19,impact,영향,"influence, effect, repercussion"
19,luxuriant,무성한,"rich, abundant, exuberant, opulent"
19,altogether,완전히,"fully, completely, entirely, totally, wholly"
19,astounding,놀라운,"amazing, astonishing, surprising"
19,propagation,"보급, 전파","spread, dissemination"
19,encroach,침입하다,"trespass, invade, intrude"
19,bizarre,"이상한, 기괴한","strange, odd, erratic, exotic, irregular"
19,elevate,들어 올리다,"raise, lift, heave, hoist"
19,superb,훌륭한,"excellent, outstanding, magnificent"
19,accommodate,"수용하다; 적응하다, 맞추다","lodge, make room for, hold; adjust to, suit, adapt, fit"
19,infinite,무한한,"limitless, unlimited, immeasurable, boundless"
19,glimpse into,~을 흘끗 봄,"brief view into, quick look into"
19,mold,"형성하다, 만들다","shape, form, fashion"
19,wary,경계하는,"cautious, distrustful, watchful"
19,expansion,"팽창, 확장","spread, growth"
19,autonomy,자치(권),"self-rule, independence"
19,complaint,"불만, 항의","protest, grievance"
19,subordinate,종속적인,"secondary, subject, dependent"
19,thrive,번성하다,"do well, prosper, flourish"
19,by and large,대체로,"for the most part, on the whole"
19,unique to,~ 특유의,"existing only in, exclusive to"
19,annual,연간의,yearly
19,frigid,몹시 추운,"cold, freezing, frosty"
19,appreciate,인식하다,"recognize, understand, perceive"
19,apparatus,"기구, 장치","equipment, device"
19,engender,야기하다,"cause, bring about, generate"
19,adverse,부정적인,"negative, unfavorable, not favorable, harmful"
19,accomplished,숙련된,"skilled, proficient"
19,conceal,"숨기다, 감추다","hide, cover, obscure"
19,uniform,"일정한, 한결같은","consistent, even, invariable"
19,complement,"금상첨화격 요소, 보완물",supplement
19,refrain from,~을 삼가다,"avoid, abstain from, keep from"
19,column,기둥,"pillar, post"
19,underscore,강조하다,"emphasize, reinforce, underline, accentuate"
19,inspire,영감을 주다,"motivate, fire the imagination of"
19,swell,"팽창하다, 팽창시키다","increase, expand, enlarge"
19,deficient,부족한,"not enough, insufficient, inadequate"
19,indiscriminately,"무차별로, 가리지 않고",randomly
19,to some extent,어느 정도까지,within limits
19,hierarchical,계급제의,arranged in order of
20,harness,(자연의 힘 등을) 이용하다,"utilize, put to use, employ"
20,prestige,"명성, 위신","high regard, status"
20,radically,철저하게; 근본적으로,"extremely, completely; essentially"
20,exhibit,"보이다, 나타내다","show, display, present, demonstrate, set forth"
20,deposit,"놓다, 두다","lay, place, lay down, set down, leave behind"
20,shatter,산산이 부수다,"break, destroy, smash"
20,baren,"척박한, 불모의","infertile, sterile, lifeless, unable to sustain life"
20,consent,동의하다,"agree, assent"
20,give rise to,~을 초래하다,"cause, produce, provoke, bring about"
20,size up,평가하다,"evaluate, measure, assess, appraise"
20,mimic,"흉내 내다, 모방하다","imitate, copy, reproduce"
20,contiguous,인접한,"neighboring, adjacent, adjoining"
20,engage,참여시키다; 예약하다; 고용하다,"involve; reserve, book; hire"
20,initial,최초의,"first, original, earliest"
20,essential,근본적인; 필수적인,"fundamental; indispensable, required"
20,pertinent,관련된,"relevant, related, germane"
20,traumatic,정신적 충격이 큰,"highly stressful, upsetting, disturbing"
20,on the whole,대체로,"in general, generally, overall, by and large"
20,dispersal,"확산, 분산","distribution, scattering"
20,sought-after,"수요가 많은, 인기 있는","desired, desirable, in demand"
20,expand,"확장시키다, 확장하다","enlarge, increase, swell, bloat"
20,mastery,"통제력, 지배; 전문적 지식",control; expertise
20,perpetually,끊임없이,"continually, incessantly, ceaselessly"
20,evacate,대피하다; 비우고 떠나다,move out
20,excrete,"배설하다, 방출하다","expel, discharge, eject"
20,gradually,서서히,"slowly, little by little"
20,affluent,풍부한; 부유한,"plentiful, abundant; wealthy, rich, well-off"
20,stationary,움직이지 않는,"unmoving, motionless, immobile"
20,cling to,~에 달라붙다,"stick to, hold tightly, adhere to"
20,endow,기부하다; (능력·재능 등을) 부여하다,"donate; grant, provide, endue"
20,verging on,"~에 가까운, 거의 ~인",bordering on
20,contemptuous,업신여기는,"scornful, disdainful"
20,accelerate,속도를 높이다,"increase in speed, speed up"
20,confirm,확인하다,"ascertain, verify"
20,harsh,가혹한,"severe, rigorous, inclement"
20,mere subsistence,"최저 생계 수단, 생필품",basic living necessaries
20,adherent,지지자,"supporter, advocate"
20,invaluable,매우 귀중한,"precious, priceless, valuable"
20,successive,연속적인,"sequential, consecutive, serial"
20,coating,"코팅, 칠, 입힌 것","layer, film"
20,resume,다시 시작하다,"restart, begin again, recommence"
20,dual,이중의,"double, twofold"
20,composite,합성물,"mixture, compound"
20,illuminate,밝게 하다; 명확하게 하다,"light, brighten; clarify"
20,allure,매혹하다,"attract, invite, appeal, lure"
20,rekindle,"다시 불러일으키다, 되살아나게 하다","renew, arouse, reawaken"
20,devastation,파괴,"destruction, demolition, ruin"
20,tentative,"망설이는, 불확실한","uncertain, unsure"
20,suppose,추측하다,"assume, presume, surmise"
20,primitive,초기의; 발달되지 않은,"early, primeval; simple, rudimentary"
20,interrupt,중단시키다,break off
20,conform,따르다,"comply, obey, follow"
20,combine,결합시키다,"incorporate, mix, unite"
20,terminal,마지막의,"final, last"
20,point out,"지적하다, 언급하다","state, indicate, show"
21,flourish,번창하다,"thrive, prosper, blossom, do well"
21,dissipate,"(구름·안개 등을) 흩뜨리다, 흩어지다","disperse, scatter"
21,profound,"엄청난; 깊은, 심오한; 폭넓은","great, significant; deep, fundamental; far-reaching"
21,intriguing,매우 흥미로운,"interesting but not completely understood, fascinating"
21,considerably,상당히,"significantly, appreciably, fairly"
21,ingenuity,"창의력, 교묘함","creativeness, inventiveness; cleverness"
21,conquer,이기다,"defeat, prevail, triumph"
21,fragment,"조각, 부분; 산산이 부수다, 부서지다","piece, flake, particle, part; break apart, shatter, divide"
21,spell,한동안,a certain period of time
21,facet,측면,"aspect, phase"
21,mundane,"일상적인, 평범한","ordinary, banal, commonplace"
21,dense,"밀집한, 빽빽한","crowded, thick, compact"
21,random,"무작위의, 우연한","unplanned, unpredictable, chance"
21,mere,"단지 ~에 불과한, 하찮은","nothing more than, insignificant"
21,persistence,지속,"continuation, ceaselessness"
21,intrusive,"개입하는, 참견하는","interfering, meddlesome"
21,culminate in,~에서 절정에 달하다,"reach completion in, reach the highest point in"
21,stabilize,"안정시키다, 고정시키다","hold in place, support"
21,prompt,"유발하다, 자극하다","cause, bring about, induce; stimulate"
21,distinction,차이,"difference, divergence, contrast"
21,constant,"변함없는, 일정한","unchangeable, steady, stationary"
21,appreciation,이해,"understanding, comprehension"
21,sophistication,(고도의) 지식,expertise
21,pronouncement,"선언, 발표","statement, declaration, proclamation"
21,flag,"시들다, 줄다","lessen, weaken, fade, wither"
21,ambivalent,상반되는 감정을 가진,"mixed, unsure, undecided"
21,term,칭하다,"call, name, designate, denominate"
21,flawed,결함이 있는,"incorrect, defective, imperfect"
21,reminisce,회상하다,"recollect, remember, recall, look back"
21,destitute of,~이 없는,"lacking, empty of, deficient in"
21,regrettably,유감스럽게도,"unfortunately, lamentably, sadly"
21,principle,원리,"basic method, original method"
21,contain,포함하다,"include, comprise"
21,juncture,"연결, 접합","connection, junction, link"
21,discount,무시하다,"ignore, disregard"
21,or so,~정도,roughly
21,dejected,낙담한,"depressed, downhearted"
21,proposal,제안,"idea, offer, proposition, suggestion"
21,for all,~에도 불구하고,"in spite of, with all, despite"
21,uniquely,독특하게,"exceptionally, distinctively"
21,criticize,비난하다,"find fault with, blame, condemn, censure"
21,erode,"침식시키다, 침식되다","wear down, wear away, wear out"
21,tension,"긴장, 압박","strain, pressure"
21,ancient,고대의,"early, old, prehistoric, antique"
21,inherently,본질적으로,"essentially, intrinsically"
21,sporadic,때때로 일어나는,"occasional, intermittent, irregular, infrequent"
21,apex,정점,"crest, peak, acme, pinnacle"
21,though,그렇지만; ~이지만,"however, nevertheless, yet, still; although, while, albeit"
21,infer,추론하다,"conclude, derive, reason, deduce"
21,core,핵심,"central idea, center, heart"
21,mutation,"돌연변이 과정, 변화, 변형","change, variation, alteration"
21,thrill,"흥분, 전율","excitement, exhilaration, frisson"
21,mutilate,못쓰게 만들다,"damage, injure, disable"
21,rigidly,엄격하게,"strictly, rigorously, severely"
21,matter,물질; 사안,"substance, material, stuff; issue"
21,contradicting,서로 대립하는,opposing
21,unwilling,"마지못해 하는, 꺼리는",reluctant
22,skeptical,의심 많은,"doubting, incredulous, dubious, suspicious"
22,optimal,"최적의, 최선의","best, ideal, most satisfactory"
22,hint,"암시, 단서","indication, implication, clue"
22,challenge,"문제, 난제; 이의를 제기하다","difficulty, problem; question, dispute"
22,potentially,어쩌면,"possibly, perhaps, maybe"
22,compel,강요하다,"force, oblige, require, coerce"
22,simultaneously,동시에,"at the same time, concurrently, in parallel"
22,static,변화가 없는,"unchanging, immobile, unmoving"
22,retain,"보유하다, 유지하다","preserve, keep, maintain"
22,strictly,엄격히; 오로지,"rigorously, severely, tightly, precisely; only, exclusively, solely"
22,exceptionally,유난히,"uncommonly, unusually, distinctively"
22,consequently,"그 결과, 따라서","as a result, therefore, hence, thus"
22,obtain,"얻다, 획득하다","acquire, gain, earn, derive, achieve"
22,epitomize,~의 전형이 되다; 요약하다,"exemplify, typify, represent; summarize, abridge"
22,aggregate,"총계의; 모이다, 모으다","overall, total, combined, collective; gather, collect, combine, accumulate, amass"
22,in principle,이론상으로,"theoretically, in theory, on paper"
22,sequentially,"연속적으로, 순차적으로","consecutively, successively"
22,surveillance,감시,"observation, watch, supervision"
22,accompany,동반하다,"occur with, come with"
22,hazardous,위험한,"dangerous, perilous, risky, unsafe"
22,thwart,좌절시키다,frustrate
22,vanish,사라지다,"disappear, fade, evaporate"
22,synthesis,통합,"combination, union, integration"
22,forum,공공 광장,"public area, public square"
22,invade,침입하다,"trespass, enter, intrude, raid"
22,quarters,주거 숙소,"residence, dwelling, habitation, abode"
22,abolish,(법률·제도 등을) 폐지하다,"eliminate, end, annul, revoke, nullify"
22,staggering,충격적인,"shocking, astonishing, stunning, astounding"
22,disclose,"(비밀 등을) 밝히다, 폭로하다","reveal, divulge, unveil"
22,scores,다수,"a large number, host, crowd, multitude"
22,eager to,~을 하고 싶어 하는,"anxious to, keen to, impatient to"
22,systematically,체계적으로,methodically
22,stimulate,"자극하다, 활성화시키다","prompt, spur, promote, activate"
22,limited,"제한된, 한정된","restricted, narrow, confined"
22,excessive,지나친,"extreme, undue, exorbitant"
22,similar,비슷한,"comparable, alike, analogous"
22,entitled to,~할 권리가 있는,"given the right to, authorized to, qualified to"
22,constantly,끊임없이,"continually, continuously, perpetually, always"
22,turbulence,"소란, 동요","agitation, tumlt, commotion, turmoil"
22,essence,본질,"fundamental, essentiality, substance, nature"
22,back up,"지지하다, 지원하다","support, stand by, aid, assist"
22,flexibility,"융통성, 적응성","adaptability, adjustability, versatility"
22,archaic,구식의,"antiquated, outdated, old, primitive"
22,eject,쫓아내다,"force out, throw out, expel"
22,interpret,"해석하다, 이해하다","construe, explain, understand"
22,intensity,"강도, 세기",strength
22,sloping,경사진,"inclining, inclined, slanted"
22,endeavor,"노력하다, 시도하다","make an effort, strive, struggle, attempt"
22,circumvent,우회하다,"get around, bypass, detour"
22,counterproductive,역효과를 낳는,contrary to what is necessary
22,lucid,명료한,"clear, obvious, distinct"
22,delineate,(윤곽 등을) 그리다,"outline, trace"
22,practical,"실용적인, 효과적인","pragmatic, functional, effective"
22,revere,"존경하다, 숭배하다","honor, admire, venerate, respect"
22,unpromising,가망이 없는,unfavorable
22,heed,주의,"attention, notice, caution"
22,location,"장소, 지역","region, site, position, place"
22,opposing,"상반되는, 모순되는",conflicting
23,configuration,배치; (배치) 형태,"arrangement; shape, form, conformation"
23,induce,"야기하다, 유발하다; 설득하다","bring about, cause, stimulate; persuade, convince"
23,attain,"(목적지·고령 등에) 도달하다; 성취하다, 얻다","reach, arrive at; achieve, accomplish, realize"
23,erratic,불규칙한,"irregular, unpredictable, uneven"
23,eventual,최종적인,"ultimate, final"
23,mandate,"명령, 지시","order, command, instruction"
23,prosperous,번영하는; 부유한,"flourishing, thriving, blooming; financially successful, wealthy, affluent"
23,requisite,"필수품, 필요조건; 필수적인","necessity, requirement; essential, required, necessary"
23,partake of,"함께 먹다, 함께 하다","consume, share"
23,pledge,"약속, 맹세","promise, oath, vow, undertaking"
23,contend,주장하다,"argue, assert, maintain"
23,confine,"경계, 범위; 가두다; 제한하다","boundary, limit; cramp, enclose, cage; limit"
23,dictate,"(권위를 갖고) 지시하다; 좌우하다, 결정하다","require, suggest, prescribe; determine"
23,durable,오래가는,"long-lasting, lasting, enduring"
23,collectively,공동으로,"together, all together, unitedly"
23,furnish,제공하다,"provide, supply, offer"
23,alter,"변경하다, 바꾸다","change, modify, metamorphose"
23,determine,결정하다; 측정하다,"decide, resolve, conclude; figure out, calculate"
23,haul,"끌고 가다, 끌다","draw, pull, drag, heave"
23,approximation,"근접성, 가까움","nearness, closeness, proximity"
23,found wanting,부족하다고 여겨지는,judged inadequate
23,classic,"전형적인, 대표적인","typical, exemplary, model"
23,grossly,지나치게,excessively
23,vivid,선명한; 생생한,"bright, brilliant; graphic, lifelike"
23,artificial,"인조의, 인공의","synthetic, man-made"
23,transplant,이동시키다,"place in another context, remove, relocate"
23,camouflage,"위장하다, 감추다","hide, disguise, conceal"
23,implement,"도구, 기구","tool, instrument, appliance"
23,excavate,"파내다, 발굴하다","dig out, dig up, unearth, disinter"
23,disgust,"혐오감, 불쾌감","distaste, nausea, aversion"
23,secluded,외딴,"remote, hidden, isolated, solitary"
23,engulf,(불·파도 등이) 삼켜 버리다,swallow
23,chronic,"만성적인, 장기간에 걸친","persistent, constant, incessant"
23,magnificent,굉장히 멋진,"superb, gorgeous, beautiful, splendid"
23,truism,"뻔한 말, 자명한 이치","self-evident truth, commonplace, cliché"
23,accidental,우연한,"unintentional, inadvertent, unintended"
23,invent,발명하다,"devise, originate"
23,inherent in,~에 내재된,characteristic of
23,expose,"드러내다, 노출시키다","make visible, exhibit, uncover, subject"
23,perpetuate,영속시키다,"continue, immortalize, eternize"
23,be inclined to,~하는 경향이 있다,tend to
23,illusory,착각을 일으키는,"misleading, deceptive, delusive"
23,heyday,전성기,"high point, golden age, prime, florescence"
23,proficient,능숙한,"skilled, skillful, expert, adept"
23,amply,풍부하게,"generously, bountifully, lavishly"
23,desolate,황량한,"deserted, bleak, dreary"
23,more subtle,더 포착하기 어려운,less noticeable
23,disrupt,방해하다,"interfere with, interrupt, upset"
23,forerunner,"선조, 선구자","predecessor, antecedent"
23,immediate,즉각적인; 인접한,"instant, prompt, on-the-spot; nearest, neighboring, adjacent"
23,wield,"(권력·무기 등을) 휘두르다, 행사하다","exercise, use, handle"
23,crush,(희망·사기를) 꺾다,"discourage, deflate"
23,manner,"방법, 방식","way, fashion, mode"
23,uneasy,"불안한, 불안정한","apprehensive, unstable, disturbed, ill at ease"
24,sustain,"떠받치다, 지탱하다; 지속하다, 유지하다","support, bear, uphold; maintain, continue"
24,subsequence,"연속, succession"," next in a series"
24,accumulate,(서서히) 모으다,"gather, collect, compile, gradually increase in number"
24,assert,주장하다,"claim, maintain, declare, forcefully establish, contend"
24,progressive,진보적인; 점진적인,"advanced, liberal; increasing, continuous"
24,strikingly,눈에 띄게,"remarkably, noticeably"
24,comparable,"비슷한, 동등한","analogous, similar, equivalent, alike"
24,hinder,방해하다,"interfere with, hamper, stunt, impede"
24,concern,걱정시키다; 관심사,"worry; interest, regard, care"
24,presumably,아마,"supposedly, probably, thought to be, it can be assumed"
24,ritual,의식적인,ceremonial
24,unresolved,미정의,"undecided, undetermined, unsettled"
24,convey,전달하다,"transmit, communicate, deliver, impart"
24,devise,고안하다,"invent, create, design, contrive"
24,astonish,깜짝 놀라게 하다,"amaze, surprise, astound, shock"
24,stringent,엄한,"strict, rigorous, tight"
24,vastly,대단히,"greatly, enormously, immensely, exceedingly"
24,to a large extent,대체로,"for the most part, mainly, largely"
24,updated,최신의,newer
24,impulse,자극(제),"stimulus, basic motivation, impetus"
24,evidence,증거,"proof, verification"
24,conjuncture,"결합, 접합","combination, connection, juncture"
24,aberrant,정도를 벗어난,"abnormal, deviant, eccentric, erratic"
24,firmly,단단히,"securely, fixedly"
24,invariably,"언제나, 예외 없이","always, without exception, constantly"
24,sacred,신성한,"holy, divine"
24,cramped,"비좁은, 제한된","confined, restricted"
24,outdated,구식의,"old-fashioned, antiquated, archaic, outmoded"
24,self-confident,자신감 있는,"assured, self-assured"
24,allay,완화시키다,"reduce, relieve, soothe"
24,authenticity,진짜,"genuineness, realness"
24,masked,"가면을 쓴, 감춘","concealed, covered"
24,fracture,"균열, 갈라진 틈","rupture, crack, gap, cleft"
24,scanty,부족한,"scarce, sparse, thin, short, meager"
24,debris,"파편, 잔해","fragment, wreckage, remains, dreg"
24,unexpectedly,뜻밖에,"surprisingly, unpredictably"
24,marginally,조금,"slightly, somewhat, a little"
24,infrequent,드문,"uncommon, rare, unusual"
24,capacity,"능력, 재능","ability, talent, flair"
24,conceive,상상하다,"imagine, envision, visualize"
24,immobile,"움직이지 못하는, 정지한","unable to move, motionless"
24,milestone,획기적인 사건,"significant event, important event"
24,tempting,매력적인,"attractive, appealing, inviting, appetizing"
24,antagonistic,"적대하는, 대립하는","hostile, adversarial"
24,prized,"뛰어난, 소중한","outstanding, prominent, valued"
24,cognitive,"인지력의, 정신적 작용의",mental
24,refuge,피난처,"shelter, place of safety, sanctuary"
24,full sweep,모든 범위,whole range
24,notwithstanding,~에도 불구하고,"despite, in spite of"
24,trap,잡다,"catch, capture"
24,methodical,체계적인,"systematic, organized"
24,emergency,"위기, 비상 사태","crisis, exigency"
24,gain,증가,"increase, rise, growth, augmentation"
24,signal,신호를 보내다,"cue, indicate, communicate, gesture, motion"
24,issue,"문제, 논점","matter, point, question"
24,obliterate,지우다,"delete, erase, efface"
24,in addition,게다가,moreover
24,at the same time,"동시에, 함께",simultaneously
24,voracious predator,탐욕스러운 포식자,strong competitor
25,inevitable,불가피한,"unavoidable, certain, inescapable"
25,consequent,결과로서 일어나는,"resultant, resulting, eventual, ensuing"
25,decimation,"대량 파괴, 대량 살해","destruction, devastation"
25,evoke,불러일으키다,"arouse, cause, draw, produce, induce"
25,vulnerable,취약한,"easily damaged, susceptible, weak, open to attack"
25,elaborate,"정교한, 복잡한; 자세히 설명하다","detailed, more complex, complicated; make detailed"
25,enigmatic,"불가사리한, 이해할 수 없는","mysterious, puzzling"
25,coincide with,일치하다,"correspond to, accord with"
25,seemingly,"외견상으로, 겉보기에는","apparently, ostensibly"
25,wrought,만들어진,"created, formed, manufactured"
25,obstacle,장애물,"barrier, hindrance, impediment, obstruction"
25,lucrative,"수익성이 좋은, 유리한","profitable, gainful, advantageous"
25,extensive,"광범위한, 넓은","widespread, large, wide, broad, far-reaching"
25,dampen,적시다,"moisten, wet, soak, saturate"
25,opaque,불분명한; (유리·액체 등이) 불투명한,"unclear, obscure; impenetrable"
25,endorse,지지하다; 서명(배서)하다,"support, subscribe, back, advocate; sign"
25,advent,"출현, 도래","arrival, coming, introduction, appearance"
25,severely,"격렬하게, 심하게","intensely, seriously, sharply"
25,immutable,불변의,"unchangeable, invariable, unalterable"
25,yardstick,"기준, 척도","measure, criterion, benchmark, standard"
25,preserve,"보호하다, 보존하다","protect, save, retain, maintain, conserve"
25,conviction,(강한) 신념,"strong belief, strong opinion, faith"
25,hallmark,특징,"feature, distinguishing trait, sure signal"
25,timid,"소심한, 겁 많은","shy, fearful, cowardly"
25,robust,"튼튼한, 강한","strong, vigorous, healthy, stalwart"
25,discard,버리다,"throw away, abandon, reject, dispose of, cast aside"
25,complicated,복잡한,"complex, intricate, elaborate"
25,apart from,~을 제외하고,"besides, except for, excluding"
25,graduate to,"(더 높은 단계로) 나아가다, 승진하다","progress to, advance to, proceed to"
25,demonstrate,"나타내다, 보여주다","indicate, show, manifest"
25,deluxe,호화로운,"lavish, luxurious, opulent, rich"
25,dispute,논쟁하다; 논쟁,"argue, contend; argument, disagreement, debate"
25,convention,"관례, 관습","usually practiced custom, tradition, rule"
25,rival,경쟁하는; 경쟁자; ~와 경쟁하다,"competing, competitive, conflicting; competitor, antagonist, opponent; compete with, match"
25,modulate,"조절하다, 조정하다","adjust, regulate, tune"
25,universal,"전 세계적인, 보편적인","used everywhere, general"
25,equivalent,"동등한, 상응하는","equal, comparable, even, commensurate"
25,sparsely,"드문드문, 밀도가 낮게","thinly, widely scattered"
25,exceed,"넘다, 초과하다","go beyond, surpass, have a greater number than"
25,linger,남다,"remain, stay"
25,innovative,독창적인,"original, inventive, creative, ingenious"
25,antiquity,고대,"ancient times, distant past"
25,impending,임박한,"approaching, imminent"
25,doctrine,"교리, 원칙","tenet, principle, dogma"
25,contribute,"기부하다, 공헌하다","donate, endow, pitch in with, conduce"
25,cease,"멈추다, 끝나다","stop, halt, end, terminate"
25,prior to,~보다 전에,"before, previous to, ahead of"
25,groom,(깔끔하게) 다듬다,"clean, tidy"
25,diversity,"다양성, 차이","variety, difference"
25,correlate,(서로) 연관시키다,"match, connect, link"
25,elite,최상류층,"upper class, upper crust, aristocracy, gentry"
25,stratify,층을 이루다,layer
25,lessen,줄이다,"reduce, abate, diminish"
25,upset,불안하게 하다,"disturb, agitate, unsettle, worry"
25,accrete,하나로 합쳐지다,"come together, accumulate"
25,uninterrupted,"연속적인, 끊임없는","steady, ceaseless, incessant"
26,offset,상쇄하다,"counterbalance, counteract, cancel out"
26,assume,(책임·임무를) 떠맡다,"undertake, take on, adopt"
26,assume,생각하다,"believe, think, suppose, presume"
26,periodically,정기적으로,regularly
26,periodically,"간헐적으로, 때때로","at intervals, occasionally"
26,cite,언급하다,"refer to, mention, allude to"
26,commonly,"보통, 일반적으로","generally, often, normally, usually"
26,locate,"(위치 등을) 찾아내다, 발견하다","find, detect, discover"
26,locate,(장소·위치에) 두다,"position, situate, place"
26,impose,강요하다,"force, pressure, enforce"
26,prerequisite,필요 조건,"requirement, necessary condition, precondition"
26,immunity,면제,"exemption, impunity"
26,proper,적절한,"suitable, appropriate, apposite"
26,embark on,시작하다,"start (on), begin, commence"
26,probe,"조사하다, 찾다","investigate, search, examine, explore"
26,probe,"탐구, 탐사","exploration, inquiry"
26,exhaust,"다 써 버리다, 고갈시키다","use up, deplete, run out of"
26,exhaust,지치게 하다,"tire, weary, fatigue"
26,exclusive,유일한,"only, sole, single"
26,manipulate,"다루다, 조종하다","handle, control, operate, maneuver"
26,manipulate,"조작하다, 속이다, change"," deliberately alter"
26,ongoing,계속 진행 중인,"continued, constant, persistent"
26,primary,기본적인,"fundamental, elementary, basic"
26,interval,(시간·공간의) 간격; 기간,"space, distance; period"
26,spark,유발하다,"bring about, trigger, provoke"
26,tenacity,"완고함, 고집","stubbornness, determination, firmness"
26,distinctive,"특유의, 특색 있는","characteristic, peculiar"
26,collaborative,"공동의, 협력적인","cooperative, concerted, joint"
26,deeply ingrained,"(습관 등이) 깊이 배어든, 뿌리박힌",firmly established
26,instantaneous,즉각적인,"immediate, prompt, on_the_spot"
26,agitate,"뒤흔들다, 휘젓다","create movement in, stir, beat"
26,in profile,옆모습으로,from side view
26,especially,특히,"particularly, notably, specially"
26,creative,창의적인,"inventive, imaginative"
26,rim,가장자리,"edge, border, verge, margin"
26,anxious,걱정하는,"worried, concerned, apprehensive, uneasy"
26,anxious,열망하는,"eager, keen, longing"
26,require,"요구하다, 필요로 하다","demand, call for, entail, need"
26,handy,편리한,convenient
26,rare,드문,"(very) unusual, infrequent, scarce, uncommon"
26,diligently,"열심히, 애써서","earnestly, assiduously, carefully, industriously"
26,mutually exclusive,상호 배타적인,different from one another
26,vacant,(집·땅 등이) 비어 있는,"empty, unoccupied, void"
26,represent,"묘사하다, 나타내다","depict, portray, express"
26,conclude,결론을 내리다,"decide, make a final judgement, determine"
26,enactment,(법률) 제정,establishment
26,impede,방해하다,"inhibit, hinder, obstruct"
26,humble,"초라한, 겸손한","modest, unpretentious, unassuming"
26,premise,"전제, 가정","assumption, presupposition"
26,jettison,버리다,"release, discard, throw away, cast off"
26,segregate,"분리하다, 격리하다","separate, seclude, dissociate, disunite"
26,innumerable,무수한,"countless, numberless, numerous"
26,havoc,대파괴,"destruction, ruin, devastation, demolition"
26,dwindle,줄어들다,"decrease, diminish, lessen"
26,concept,개념,"idea, notion"
26,sensational,"굉장한, 놀라운","extraordinary, exciting"
26,convincing,설득력 있는,"persuasive, compelling, credible, cogent"
26,insight,"통찰력, 이해","understanding, perception, sense"
26,naively,"솔직하게, 순진하게","plainly, candidly, ingenuously"
26,vague,"모호한, 불분명한","unclear, uncertain, imprecise, obscure"
26,associated,관련된,"connected, correlated, linked"
26,amplification,부연 설명,further explanation
27,remnant,"나머지, 잔존물","leftover, remains, trace, relic"
27,indispensable,필수적인,"essential, necessary, requisite"
27,undermine,약화시키다,"weaken, attenuate"
27,fashion,방식,"way, manner, mode"
27,fashion,"만들다, 형성하다","shape, create, make"
27,prolong,연장하다,"extend, lengthen, protract"
27,adequate,충분한,"sufficient, satisfactory"
27,halt,정지시키다,"stop, cease"
27,controversial,논쟁의 여지가 있는,"debatable, disputed, producing disagreement"
27,match,"맞먹다, 필적하다","equal, rival, parallel"
27,enduring,"지속되는, 영속적인","lasting, surviving, everlasting, perpetual"
27,restrict,제한하다,"limit, confine, restrain"
27,encompass,포함하다,"include, contain, embrace"
27,consider,"곰곰이 생각하다, 고려하다","contemplate, take into account"
27,integrate,통합하다,"unite, unify, synthesize, interconnect, consolidate"
27,startling,놀라운,"surprising, astonishing, alarming"
